0,1,13.0
1,2,10.0
1,49,10.0
2,3,20.0
3,4,25.0
3,45,10.0
4,5,30.0
5,6,15.0
6,7,5.0
6,44,10.0
7,8,10.0
8,9,30.0
8,44,5.0
9,10,20.0
9,53,11.2
10,11,15.0
10,56,11.2
11,12,10.0
11,57,10.0
12,13,20.0
12,58,10.0
13,14,10.0
14,15,10.0
15,16,10.0
16,17,10.0
17,18,20.0
18,19,15.0
19,20,10.0
20,21,20.0
21,22,30.0
22,23,5.0
22,60,10.0
23,24,10.0
24,25,10.0
25,26,5.0
26,27,15.0
27,28,10.0
27,48,15.0
28,29,25.0
29,30,30.0
29,48,14.1
30,31,15.0
31,32,20.0
32,33,10.0
32,47,10.0
33,34,20.0
33,46,10.0
34,35,10.0
35,36,10.0
36,37,15.0
36,46,30.0
37,38,18.0
37,52,25.0
38,39,20.0
38,51,10.0
39,40,10.0
39,49,10.0
40,41,20.0
41,42,5.0
41,45,10.0
42,43,15.0
43,44,10.0
43,53,30.0
44,45,20.0
46,47,10.0
47,48,55.0
49,50,15.0
50,51,5.0
51,52,10.0
53,54,10.0
54,55,10.0
55,56,10.0
56,57,10.0
57,58,10.0
58,59,5.0
59,60,10.0
